,row_id,score
139,487,0.8125
140,488,0.6625
141,492,0.65
142,493,0.775
143,494,0.7125
144,495,0.77
145,502,0.7229166666666667
146,503,0.7854166666666667
147,504,0.7875
148,505,0.8125
149,506,0.66875
150,507,0.65625
151,508,0.5583333333333333
152,509,0.5458333333333333
153,510,0.7625
154,511,0.7875
155,514,0.675
156,515,0.6625
157,516,0.625
158,517,0.6625
159,518,0.775
160,519,0.6875
161,520,0.6375
162,521,0.625
163,522,0.6875
164,523,0.6
165,524,0.7375
166,525,0.625
167,526,0.5375
168,534,0.29375
169,535,0.4
170,536,0.2
171,537,0.6
172,538,0.6875
173,549,0.55
174,550,0.425
175,558,0.675
176,559,0.8625
177,560,0.8625
178,562,0.35
179,563,0.25
180,564,0.5125
181,565,0.24375
182,566,0.3625
183,567,0.3375
184,568,0.5875
185,573,0.8625
186,574,0.8
187,575,0.775
188,576,0.3625
189,590,0.5875
190,591,0.5125
191,599,0.85
192,600,0.725
193,601,0.825
194,604,0.5875
195,605,0.2375
196,606,0.8625
197,607,0.5125
198,608,0.3375
199,688,0.35
200,689,0.4625
201,690,0.725
202,691,0.7875
203,692,0.575
204,693,0.45
205,694,0.45
206,695,0.4625
207,696,0.625
208,697,0.45
209,698,0.4041666666666666
210,699,0.7375
211,730,0.75
212,766,0.6625
213,842,0.6125
214,843,0.8125
215,867,0.2875
216,868,0.825
217,869,0.75
218,870,0.475
219,871,0.5875
220,872,0.8125
221,873,0.725
222,901,0.7125
223,902,0.7928571428571429
224,903,0.6375
225,904,0.775
226,905,0.8625
227,906,0.675
228,907,0.7
229,947,0.7
230,948,0.6375
231,949,0.525
232,1054,0.7875
233,1055,0.625
234,1056,0.4208333333333334
235,1057,0.7
236,1058,0.725
237,1059,0.7375
238,1060,0.6
239,1061,0.6875
240,1062,0.4625
241,1063,0.7625
242,1064,0.7375
243,1065,0.6625
244,1080,0.6125
245,1081,0.5875
246,1082,0.55
247,1083,0.575
248,1084,0.475
249,1085,0.6875
250,1086,0.6875
251,1087,0.3375
252,1114,0.725
253,1115,0.7125
254,1116,0.8
255,1117,0.825
256,1118,0.65
257,1161,0.7875
258,1162,0.7
259,1200,0.9
260,1201,0.625
261,1207,0.525
262,1208,0.4
263,1209,0.6125
264,1210,0.65
265,1211,0.6
266,1212,0.425
267,1213,0.375
268,1214,0.875
269,1215,0.55
270,1216,0.725
271,1217,0.3625
272,1218,0.6375
273,1219,0.55
274,1220,0.6875
275,1221,0.65
276,1233,0.7875
277,1234,0.575
278,1235,0.69375
279,1236,0.75625
280,1237,0.7125
281,1238,0.6875
282,1239,0.5125
283,1240,0.65625
284,1241,0.7
285,1242,0.5125
286,1243,0.7375
287,1244,0.7375
288,1245,0.7625
289,1246,0.725
290,1247,0.6875
291,1248,0.6625
292,1249,0.7625
293,1250,0.7375
294,1251,0.95
295,1252,0.925
296,1253,0.625
297,1254,0.775
298,1270,0.6625
299,1271,0.6875
300,1272,0.65
301,1273,0.7
302,1274,0.7875
303,1275,0.7875
304,1276,0.7375
305,1277,0.7875
306,1278,0.6375
307,1279,0.625
308,1280,0.6125
309,1281,0.625
310,1322,0.775
311,1323,0.7375
312,1324,0.73125
313,1419,0.7375
314,1420,0.75
315,1425,0.55
316,1426,0.725
317,1427,0.7
318,1428,0.6875
319,1456,0.6583333333333333
320,1531,0.725
321,1532,0.6875
322,1533,0.5875
323,1545,0.6
324,1546,0.7375
325,1547,0.5625
326,1548,0.5375
327,1640,0.51875
328,1646,0.675
329,1689,0.471875
330,1692,0.35
331,1693,0.7625
332,1694,0.4
333,1695,0.475
334,1696,0.8125
335,1697,0.8375
336,1698,0.8125
337,1699,0.75
338,1700,0.575
339,1701,0.6125
340,1702,0.7
341,1703,0.7125
342,1704,0.6625
343,1772,0.6375
344,1773,0.825
345,1776,0.7375
346,1777,0.8
347,1778,0.8375
348,1779,0.775
349,1780,0.5375
350,1794,0.375
351,1795,0.4125
352,1796,0.4375
353,1797,0.75
354,1798,0.7625
355,1799,0.3625
356,1800,0.4
357,1801,0.6375
358,1802,0.6
359,1803,0.53125
360,1804,0.53125
361,1902,0.425
362,1903,0.425
363,1904,0.5125
364,1905,0.5125
365,1906,0.775
366,1907,0.6625
367,1908,0.775
368,1909,0.7625
369,1910,0.8125
370,1911,0.5375
371,1912,0.625
372,1913,0.725
373,1919,0.8
374,1920,0.775
375,1921,0.4125
376,1922,0.4375
377,1923,0.7625
378,1924,0.725
379,1925,0.875
380,1926,0.8625
381,1927,0.7
382,1928,0.575
383,1929,0.6625
384,1930,0.65
385,1931,0.8875
386,1932,0.6125
387,1933,0.7625
388,1934,0.53125
389,1935,0.6125
390,1936,0.5875
391,1937,0.35
392,1938,0.4375
393,1939,0.2791666666666667
394,1940,0.5375
395,1941,0.8375
396,1942,0.7625
397,1943,0.8125
398,1944,0.875
399,1945,0.85
400,1946,0.775
401,1947,0.6625
402,1948,0.45
403,1949,0.6875
404,1950,0.425
405,1951,0.4375
406,1952,0.5125
407,1953,0.4375
408,1954,0.55625
409,1955,0.625
410,1956,0.6375
411,1957,0.6625
412,1958,0.65
413,1959,0.4875
414,1960,0.3125
415,1961,0.2375
416,1962,0.25
417,1984,0.65
418,1985,0.7375
419,1986,0.775
420,1987,0.825
421,2014,0.5625
422,2015,0.7375
423,2016,0.4375
424,2017,0.46875
425,2018,0.4625
426,2019,0.45
427,2020,0.4625
428,2021,0.5625
429,2022,0.6
430,2023,0.575
431,2037,0.65
432,2038,0.6
433,2039,0.525
434,2040,0.525
435,2041,0.7625
436,2042,0.6645833333333334
437,2060,0.584375
438,2061,0.4625
439,2062,0.7625
440,2063,0.75
441,2064,0.775
442,2065,0.85
443,2069,0.65
444,2070,0.5375
445,2110,0.6625
446,2111,0.5625
447,2112,0.7125
448,2113,0.6125
449,2114,0.8
450,2115,0.8625
451,2119,0.6208333333333333
452,2120,0.7125
453,2142,0.5375
454,2148,0.6375
455,2149,0.825
456,2150,0.65
457,2151,0.575
458,2152,0.65
459,2153,0.3875
460,2154,0.525
461,2155,0.7125
462,2156,0.675
463,2157,0.65
464,2158,0.571875
465,2159,0.5875
466,2160,0.7375
467,2161,0.8125
468,2162,0.4625
469,2163,0.65
470,2164,0.6875
471,2165,0.6875
472,2166,0.575
473,2314,0.2625
474,2315,0.75
475,2316,0.6052083333333333
476,2317,0.825
477,2318,0.825
478,2361,0.5375
479,2362,0.675
480,2402,0.6375
481,2403,0.6
482,2404,0.9375
483,2405,0.5125
484,2406,0.6
485,2407,0.6375
486,2408,0.5125
487,2462,0.7375
488,2463,0.6125
489,2464,0.6291666666666667
490,2465,0.475
491,2484,0.675
492,2491,0.68125
493,2492,0.6625
494,2493,0.7
495,2494,0.6375
496,2495,0.6
497,2496,0.8
498,2497,0.625
499,2498,0.5375
500,2499,0.7875
501,2500,0.65
502,2501,0.6625
503,2502,0.8125
504,2503,0.7625
505,2522,0.8375
506,2523,0.8197916666666668
507,2524,0.7875
508,2525,0.3875
509,2526,0.6375
510,2527,0.875
511,2553,0.6125
512,2554,0.5
513,2555,0.7625
514,2653,0.775
515,2654,0.6125
516,2655,0.7125
517,2656,0.7375
518,2659,0.7
519,2660,0.6625
520,2661,0.7625
521,2662,0.725
522,2663,0.7041666666666667
523,2664,0.675
524,2665,0.5875
525,2666,0.59375
526,2667,0.37
527,2668,0.825
528,2669,0.4375
529,2670,0.675
530,2671,0.5875
531,2672,0.575
532,2673,0.5875
533,2674,0.65
534,2675,0.7
535,2676,0.675
536,2677,0.4875
537,2678,0.625
538,2679,0.5875
539,2680,0.9
540,2701,0.6375
541,2702,0.775
542,2703,0.7625
543,2704,0.6625
544,2705,0.625
545,2706,0.6
546,2707,0.55
547,2708,0.5375
548,2709,0.475
549,2717,0.8625
550,2718,0.625
551,2719,0.625
552,2720,0.6125
553,2721,0.6375
554,2722,0.6625
555,2723,0.825
556,2724,0.4875
557,2725,0.775
558,2738,0.8375
559,2739,0.85
560,2740,0.275
561,2741,0.325
562,2809,0.475
563,2810,0.875
564,2822,0.7
565,2823,0.76875
566,2861,0.7125
567,2862,0.6875
568,2863,0.55
569,2897,0.0125
570,2900,0.475
571,2907,0.0625
572,2911,0.0
573,2912,0.0
574,2919,0.0875
575,2920,0.0
576,2929,0.0125
577,2939,0.0125
578,2952,0.0
579,2953,0.25
580,2957,0.2
581,2960,0.0
582,2975,0.0
583,2988,0.2
584,2992,0.3375
585,3002,0.05
586,3006,0.0
587,3010,0.0
588,3013,0.0
589,3020,0.0875
590,3021,0.0
591,3031,0.425
592,3033,0.0
593,3037,0.3375
594,3041,0.4625
595,3048,0.0375
596,3053,0.0
597,3054,0.0
598,3058,0.0
599,3064,0.15
600,3070,0.0125
601,3085,0.0
602,3092,0.0
603,3099,0.0
604,3111,0.0375
605,3113,0.0125
606,3138,0.0125
607,3143,0.0375
608,3151,0.025
609,3152,0.0375
610,3154,0.675
611,3157,0.075
612,3161,0.0
613,3165,0.0625
614,3173,0.2375
615,3179,0.0
616,3184,0.0
617,3188,0.1
618,3189,0.1125
619,3199,0.1125
620,3204,0.1
621,3207,0.0125
622,3210,0.0
623,3214,0.0
624,3218,0.0125
625,3219,0.0125
626,3223,0.0
627,3226,0.0
628,3227,0.0
629,3229,0.0
630,3241,0.2
631,3247,0.0
632,3260,0.0
633,3269,0.0125
634,3270,0.0
635,3276,0.0125
636,3277,0.0
637,3278,0.1875
638,3287,0.0125
639,3288,0.3375
640,3295,0.05
641,3300,0.0
642,3305,0.5
643,3308,0.0125
644,3311,0.0
645,3312,0.0125
646,3316,0.0
647,3321,0.025
648,3331,0.0
649,3332,0.0
650,3333,0.0
651,3340,0.0
652,3346,0.0
653,3347,0.0
654,3351,0.0
655,3356,0.05
656,3359,0.0
657,3361,0.0
658,3367,0.45
659,3369,0.025
660,3384,0.0
661,3388,0.0
662,3389,0.5125
663,3390,0.0
664,3400,0.0
665,3401,0.1
666,3402,0.0125
667,3404,0.075
668,3414,0.0
669,3417,0.0
670,3420,0.0
671,3422,0.1
672,3423,0.0125
673,3427,0.0
674,3446,0.025
675,3448,0.0
676,3454,0.4
677,3457,0.0
678,3462,0.0
679,3463,0.0875
680,3469,0.0
681,3478,0.0
682,3479,0.0
683,3494,0.05
684,3496,0.0
685,3511,0.0625
686,3512,0.0
687,3514,0.0
688,3519,0.0
689,3520,0.0
690,3521,0.0
691,3523,0.5125
692,3524,0.0125
693,3526,0.0
694,3527,0.025
695,3528,0.0
696,3529,0.0
697,3532,0.0875
698,3533,0.0
699,3535,0.0
700,3539,0.0
701,3542,0.0375
702,3549,0.0
703,3551,0.0375
704,3553,0.0
705,3567,0.0
706,3568,0.675
707,3569,0.0
708,3572,0.55
709,3573,0.0
710,3576,0.0
711,3586,0.0
712,3589,0.025
713,3593,0.0
714,3595,0.0875
715,3603,0.0125
716,3607,0.175
717,3610,0.0
718,3613,0.0125
719,3616,0.0875
720,3623,0.1375
721,3627,0.73125
722,3633,0.3625
723,3638,0.0
724,3639,0.0
725,3644,0.0
726,3650,0.625
727,3652,0.0625
728,3654,0.6125
729,3665,0.0625
730,3672,0.0
731,3674,0.025
732,3675,0.25
733,3676,0.0
734,3678,0.0
735,3694,0.6375
736,3696,0.0
737,3699,0.0
738,3707,0.0125
739,3708,0.0
740,3710,0.6875
741,3726,0.6875
742,3734,0.0125
743,3738,0.0
744,3739,0.0
745,3745,0.07083333333333333
746,3757,0.7375
747,3760,0.0
748,3764,0.0
749,3766,0.0
750,3772,0.0
751,3777,0.05
752,3785,0.0
753,3786,0.6875
754,3787,0.0
755,3796,0.0125
756,3798,0.0125
757,3803,0.025
758,3812,0.0
759,3814,0.0
760,3819,0.8125
761,3842,0.0
762,3849,0.0
763,3851,0.0
764,3856,0.0
765,3858,0.625
766,3860,0.075
767,3865,0.0125
768,3876,0.0
769,3883,0.0
770,3886,0.0
771,3894,0.5625
772,3905,0.0
773,3909,0.7625
774,3916,0.6125
775,3917,0.0
776,3918,0.0125
777,3924,0.1875
778,3926,0.0
779,3930,0.0
780,3932,0.55
781,3934,0.025
782,3946,0.0
783,3947,0.175
784,3949,0.0
785,3953,0.675
786,3956,0.625
787,3959,0.0
788,3963,0.0
789,3970,0.1375
790,3983,0.025
791,3987,0.0125
792,3988,0.0125
793,3996,0.0
794,3998,0.6645833333333333
795,4010,0.0
796,4020,0.0125
797,4021,0.0125
798,4022,0.4625
799,4033,0.3225
800,4037,0.0125
801,4041,0.5
802,4049,0.0125
803,4051,0.575
804,4053,0.125
805,4055,0.1125
806,4065,0.05
807,4066,0.025
808,4072,0.4875
809,4080,0.0
810,4082,0.0
811,4083,0.1375
812,4087,0.4875
813,4090,0.5875
814,4100,0.0
815,4101,0.3125
816,4110,0.0125
817,4121,0.0
818,4123,0.0
819,4135,0.0625
820,4138,0.0
821,4140,0.0375
822,4141,0.0875
823,4142,0.0
824,4144,0.0125
825,4146,0.0375
826,4148,0.0
827,4156,0.456875
828,4157,0.0
829,4158,0.0
830,4159,0.275
831,4161,0.0125
832,4163,0.0125
833,4166,0.0
834,4167,0.0
835,4169,0.0
836,4184,0.1
837,4188,0.3625
838,4191,0.0125
839,4199,0.0
840,4202,0.4875
841,4203,0.0
842,4205,0.075
843,4207,0.0
844,4216,0.0
845,4223,0.0
846,4228,0.1125
847,4242,0.1
848,4245,0.075
849,4247,0.0
850,4248,0.0125
851,4249,0.0
852,4274,0.075
853,4276,0.0
854,4283,0.0
855,4285,0.0
856,4290,0.025
857,4291,0.0125
858,4293,0.05
859,4294,0.4625
860,4295,0.0125
861,4301,0.0
862,4302,0.45
863,4303,0.1125
864,4309,0.0
865,4321,0.05
866,4323,0.0
867,4328,0.0
868,4334,0.0
869,4344,0.0
870,4348,0.0
871,4354,0.0625
872,4355,0.0
873,4363,0.0
874,4364,0.0
875,4368,0.0
876,4371,0.4625
877,4372,0.0
878,4379,0.0
879,4384,0.0
880,4385,0.0
881,4401,0.05
882,4404,0.0375
883,4406,0.0
884,4414,0.0
885,4415,0.0375
886,4420,0.1
887,4428,0.1125
888,4436,0.2125
889,4438,0.0
890,4446,0.0
891,4454,0.025
892,4455,0.0
893,4459,0.0
894,4470,0.0375
895,4475,0.0625
896,4482,0.0
897,4487,0.0
898,4491,0.275
899,4494,0.1125
900,4501,0.0
901,4502,0.0
902,4507,0.0
903,4508,0.0
904,4512,0.0
905,4513,0.0
906,4516,0.45
907,4521,0.025
908,4523,0.0
909,4528,0.6375
910,4531,0.025
911,4534,0.0
912,4539,0.075
913,4547,0.0
914,4548,0.1
915,4552,0.0
916,4557,0.6375
917,4558,0.45
918,4562,0.0
919,4569,0.0
920,4571,0.0125
921,4573,0.0
922,4585,0.1
923,4587,0.0125
924,4592,0.0
925,4595,0.4
926,4601,0.0
927,4607,0.0
928,4615,0.025
929,4621,0.025
930,4627,0.0
931,4635,0.0
932,4636,0.775
933,4650,0.025
934,4653,0.0
935,4654,0.0625
936,4655,0.0
937,4671,0.4375
938,4673,0.0
939,4675,0.0
940,4677,0.0
941,4679,0.0125
942,4686,0.0875
943,4690,0.0375
944,4692,0.1125
945,4693,0.775
946,4694,0.0
947,4697,0.0
948,4701,0.0
949,4702,0.025
950,4704,0.0875
951,4710,0.0
952,4714,0.0375
953,4724,0.0375
954,4733,0.0375
955,4740,0.275
956,4744,0.025
957,4757,0.0
958,4761,0.7625
959,4764,0.0125
960,4767,0.6625
961,4776,0.525
962,4777,0.0
963,4792,0.0
964,4796,0.0
965,4797,0.0
966,4803,0.175
967,4807,0.0
968,4811,0.0
969,4822,0.0
970,4824,0.0625
971,4825,0.7125
972,4826,0.125
973,4829,0.0
974,4833,0.0
975,4836,0.025
976,4843,0.0375
977,4846,0.7625
978,4849,0.59375
979,4851,0.71875
980,4859,0.0
981,4864,0.0
982,4873,0.0
983,4884,0.05
984,4886,0.1
985,4890,0.8625
986,4891,0.0
987,4904,0.0
988,4907,0.0125
989,4908,0.0
990,4909,0.0
991,4915,0.0125
992,4921,0.0375
993,4923,0.15
994,4925,0.0
995,4926,0.0
996,4928,0.0375
997,4936,0.0
998,4937,0.0
999,4941,0.0
1000,4946,0.0
1001,4947,0.0375
1002,4952,0.0125
1003,4955,0.025
1004,4958,0.0
1005,4965,0.0
1006,4970,0.1625
1007,4982,0.0
1008,4983,0.0
1009,4988,0.0
1010,4990,0.0
1011,4997,0.0375
1012,4999,0.0875
1013,5007,0.0
1014,5017,0.0
1015,5019,0.0
1016,5020,0.7
1017,5022,0.025
1018,5032,0.55
1019,5037,0.0625
1020,5040,0.7625
1021,5046,0.0
1022,5052,0.0375
1023,5056,0.0
1024,5057,0.75
1025,5060,0.0
1026,5066,0.0625
1027,5068,0.0
1028,5072,0.1375
1029,5076,0.0125
1030,5083,0.1
1031,5086,0.7375
1032,5087,0.025
1033,5088,0.875
1034,5090,0.7625
1035,5095,0.0
1036,5100,0.025
1037,5108,0.0125
1038,5119,0.0
1039,5135,0.6375
1040,5138,0.725
1041,5142,0.0
1042,5144,0.0
1043,5149,0.5
1044,5162,0.0
1045,5164,0.025
1046,5181,0.025
1047,5185,0.0
1048,5196,0.0
1049,5200,0.0
1050,5201,0.0
1051,5204,0.05
1052,5207,0.0
1053,5210,0.0
1054,5226,0.0125
1055,5230,0.0125
1056,5236,0.0
1057,5267,0.0
1058,5272,0.625
1059,5281,0.0
1060,5290,0.0
1061,5302,0.3125
1062,5307,0.0
1063,5310,0.0
1064,5314,0.25
1065,5316,0.0
1066,5318,0.0
1067,5327,0.0
1068,5333,0.0125
1069,5338,0.0
1070,5341,0.0
1071,5342,0.0625
1072,5345,0.4375
1073,5347,0.0
1074,5349,0.1
1075,5357,0.0
1076,5375,0.0
1077,5383,0.0125
1078,5388,0.0
1079,5389,0.2125
1080,5407,0.0
1081,5416,0.0625
1082,5418,0.0
1083,5426,0.125
1084,5427,0.1
1085,5430,0.3
1086,5432,0.0125
1087,5436,0.53125
1088,5437,0.0
1089,5445,0.0
1090,5455,0.0375
1091,5457,0.0
1092,5463,0.075
1093,5466,0.0
1094,5470,0.0
1095,5475,0.0125
1096,5476,0.025
1097,5477,0.0
1098,5494,0.275
1099,5497,0.0
1100,5507,0.0
1101,5510,0.0125
1102,5516,0.0125
1103,5526,0.5041666666666667
1104,5528,0.0
1105,5530,0.0
1106,5532,0.0125
1107,5533,0.0
1108,5541,0.1
1109,5558,0.0
1110,5559,0.525
1111,5562,0.0125
1112,5566,0.0
1113,5568,0.0125
1114,5572,0.0
1115,5579,0.0
1116,5583,0.0
1117,5584,0.0
1118,5587,0.05
1119,5590,0.5875
1120,5591,0.0
1121,5599,0.0
1122,5601,0.0
1123,5609,0.0
1124,5620,0.0
1125,5621,0.025
1126,5623,0.05
1127,5624,0.0
1128,5629,0.0125
1129,5634,0.0125
1130,5637,0.15
1131,5640,0.0
1132,5643,0.8125
1133,5644,0.0
1134,5647,0.0
1135,5652,0.025
1136,5659,0.0
1137,5663,0.175
1138,5671,0.0
1139,5675,0.0
1140,5677,0.0375
1141,5683,0.0125
1142,5699,0.0
1143,5703,0.0
1144,5704,0.0
1145,5708,0.0
1146,5710,0.0375
1147,5711,0.0
1148,5718,0.0
1149,5722,0.0625
1150,5724,0.0
1151,5727,0.0
1152,5733,0.4875
1153,5735,0.0
1154,5736,0.0
1155,5739,0.0
1156,5741,0.725
1157,5765,0.0
1158,5770,0.0
1159,5774,0.0125
1160,5789,0.6599999999999999
1161,5794,0.46875
1162,5802,0.6125
1163,5806,0.125
1164,5810,0.075
1165,5814,0.0
1166,5817,0.0
1167,5823,0.0
1168,5824,0.0
1169,5825,0.0
1170,5828,0.0
1171,5829,0.0
1172,5833,0.35
1173,5834,0.0
1174,5839,0.0
1175,5842,0.7625
1176,5844,0.1125
1177,5849,0.0
1178,5850,0.0125
1179,5854,0.0
1180,5859,0.0375
1181,5860,0.0
1182,5862,0.0125
1183,5866,0.575
1184,5870,0.175
1185,5874,0.0
1186,5876,0.0
1187,5880,0.0
1188,5881,0.025
1189,5883,0.1375
1190,5885,0.025
1191,5890,0.025
1192,5897,0.025
1193,5898,0.0
1194,5899,0.75
1195,5901,0.65
1196,5906,0.0
1197,5915,0.0
1198,5929,0.0125
1199,5930,0.0
1200,5932,0.0375
1201,5934,0.05
1202,5937,0.0
1203,5942,0.0
1204,5951,0.025
1205,5952,0.0
1206,5959,0.0
1207,5962,0.0
1208,5964,0.0
1209,5966,0.0
1210,5970,0.075
1211,5973,0.0
1212,5978,0.1125
1213,5989,0.0125
1214,5992,0.0
1215,5999,0.0
1216,6000,0.6125
1217,6001,0.0
1218,6002,0.075
1219,6006,0.0
1220,6008,0.0125
1221,6009,0.05
1222,6012,0.0125
1223,6013,0.0125
1224,6017,0.025
1225,6021,0.0
1226,6026,0.0125
1227,6042,0.0
1228,6043,0.05
1229,6046,0.0375
1230,6050,0.0125
1231,6052,0.0
1232,6054,0.15
1233,6066,0.5375
1234,6087,0.0
1235,6102,0.0
1236,6106,0.025
1237,6110,0.0
1238,6118,0.4
1239,6126,0.0
1240,6127,0.0
1241,6128,0.0125
1242,6133,0.4625
1243,6135,0.0
1244,6143,0.0
1245,6149,0.0
1246,6152,0.0
1247,6155,0.0125
1248,6161,0.6625
1249,6164,0.0
1250,6178,0.0
1251,6180,0.0
1252,6188,0.0
1253,6197,0.0
1254,6201,0.0
1255,6204,0.0375
1256,6206,0.0
1257,6209,0.0
1258,6211,0.0
1259,6213,0.0
1260,6230,0.0
1261,6231,0.1125
1262,6233,0.0125
1263,6234,0.05
1264,6235,0.0125
1265,6236,0.025
1266,6245,0.0
1267,6249,0.5920833333333333
1268,6250,0.125
1269,6251,0.0125
1270,6256,0.0
1271,6262,0.0
1272,6270,0.0
1273,6274,0.7
1274,6275,0.8375
1275,6278,0.0
1276,6286,0.0125
1277,6290,0.0
1278,6309,0.0
1279,6314,0.025
1280,6318,0.0125
1281,6319,0.6
1282,6323,0.0
1283,6325,0.5125
1284,6326,0.3375
1285,6327,0.55
1286,6331,0.0125
1287,6337,0.775
1288,6342,0.225
1289,6350,0.0
1290,6353,0.0
1291,6355,0.05
1292,6356,0.05
1293,6373,0.1
1294,6376,0.0
1295,6381,0.0125
1296,6392,0.4375
1297,6393,0.0375
1298,6406,0.0
1299,6411,0.525
1300,6425,0.0
1301,6426,0.0
1302,6430,0.2375
1303,6439,0.0625
1304,6447,0.0625
1305,6453,0.0
1306,6455,0.0
1307,6457,0.0
1308,6460,0.0
1309,6462,0.0875
1310,6463,0.4875
1311,6464,0.0
1312,6465,0.0375
1313,6467,0.5
1314,6469,0.3375
1315,6479,0.0
1316,6483,0.025
1317,6490,0.0125
1318,6491,0.3125
1319,6499,0.1625
1320,6506,0.075
1321,6517,0.0375
1322,6518,0.0
1323,6528,0.0
1324,6534,0.0
1325,6535,0.0125
1326,6541,0.0
1327,6551,0.0
1328,6557,0.0
1329,6563,0.0375
1330,6566,0.0625
1331,6577,0.0
1332,6601,0.0
1333,6602,0.1125
1334,6604,0.0
1335,6609,0.675
1336,6611,0.0
1337,6612,0.0
1338,6620,0.0
1339,6622,0.575
1340,6624,0.2
1341,6625,0.0375
1342,6626,0.05
1343,6631,0.0
1344,6635,0.025
1345,6636,0.025
1346,6637,0.05
1347,6639,0.0
1348,6640,0.0625
1349,6641,0.0
1350,6643,0.475
1351,6659,0.0125
1352,6661,0.025
1353,6664,0.0
1354,6665,0.0125
1355,6669,0.0125
1356,6679,0.5625
1357,6680,0.0125
1358,6687,0.05
1359,6693,0.0125
1360,6694,0.45
1361,6699,0.1125
1362,6701,0.475
1363,6703,0.0
1364,6705,0.0
1365,6717,0.025
1366,6720,0.0
1367,6723,0.0
1368,6728,0.0125
1369,6730,0.0125
1370,6731,0.0
1371,6733,0.0
1372,6735,0.0
1373,6741,0.0
1374,6742,0.0
1375,6748,0.0
1376,6752,0.1
1377,6753,0.0
1378,6759,0.0
1379,6763,0.075
1380,6769,0.0
1381,6773,0.025
1382,6779,0.0625
1383,6783,0.7625
1384,6785,0.0
1385,6788,0.425
1386,6797,0.075
1387,6798,0.0
1388,6799,0.0
1389,6805,0.0125
1390,6816,0.575
1391,6817,0.0
1392,6821,0.6375
1393,6832,0.0
1394,6836,0.0125
1395,6838,0.0
1396,6849,0.0
1397,6853,0.0125
1398,6854,0.0
1399,6858,0.55
1400,6859,0.025
1401,6884,0.0
1402,6893,0.0375
1403,6895,0.0
1404,6899,0.0125
1405,6900,0.4375
1406,6903,0.0
1407,6906,0.475
1408,6919,0.0
1409,6923,0.0
1410,6931,0.0
1411,6932,0.1
1412,6940,0.0
1413,6946,0.0
1414,6947,0.0
1415,6958,0.1
1416,6959,0.55
1417,6962,0.0
1418,6965,0.0125
1419,6975,0.0
1420,6976,0.775
1421,6979,0.55
1422,6981,0.0125
1423,6984,0.0
1424,6985,0.0375
1425,6986,0.725
1426,6995,0.0
1427,7001,0.0
1428,7007,0.0
1429,7010,0.1375
1430,7015,0.0
1431,7023,0.0
1432,7033,0.0875
1433,7035,0.0
1434,7037,0.0125
1435,7040,0.0
1436,7043,0.075
1437,7045,0.7625
1438,7051,0.075
1439,7062,0.0625
1440,7066,0.0
1441,7067,0.0
1442,7069,0.0
1443,7070,0.0
1444,7074,0.0125
1445,7076,0.0125
1446,7085,0.0
1447,7088,0.0
1448,7089,0.0
1449,7099,0.05
1450,7117,0.175
1451,7118,0.8
1452,7120,0.0
1453,7125,0.65
